	entrez	symbol	PCA.PC1	PCA.PC2	CTRL2_CNTF_3_weeks_untreated_1	CTRL2_BMP4_3_weeks_untreated_1
ENSG00000100479	5427	POLE2	0.00617740164046808	0.0105801173924913	167	245
ENSG00000100483	79609	VCPKMT	0.00279168989894377	-3.84465819422325e-05	527	733
ENSG00000100485	6655	SOS2	0.00248683464961887	0.0103806290365197	8180	10320
ENSG00000100490	8814	CDKL1	-0.00576033129015428	-0.000215985873154149	994	809
ENSG00000100503	51199	NIN	-0.0017075509436137	-0.0104464206631019	15198	14574
ENSG00000100504	5836	PYGL	-0.00034931478955719	0.0104478802767517	7036	6357
ENSG00000100505	114088	TRIM9	-0.00852584231369161	-0.000345662216560031	15045	8772
ENSG00000100519	5706	PSMC6	0.000431232686573965	0.0104430391443924	7199	7440
ENSG00000100522	64841	GNPNAT1	-0.000668855242341213	4.11446955895499e-06	4291	4375
ENSG00000100523	80821	DDHD1	0.00491158856393463	0.0103299911505331	2633	3075
ENSG00000100526	1033	CDKN3	0.00352737017815144	-1.44059602456421e-05	74	101
ENSG00000100528	10175	CNIH1	0.00138011455697396	-1.62483694587635e-05	11365	12755
ENSG00000100532	10668	CGRRF1	-0.00524051317677248	1.20504533699544e-05	2272	2136
ENSG00000100554	51382	ATP6V1D	0.00244725227301609	2.66932359720891e-05	10859	14797
ENSG00000100557	55195	CCDC198	0.00528276752263395	-0.000183213561147347	4	10
ENSG00000100558	26499	PLEK2	-0.000453512585038616	4.1820058436336e-06	15	35
ENSG00000100564	5283	PIGH	0.00267037179601009	0.000147669011718302	2620	3236
ENSG00000100567	5684	PSMA3	0.00129649250561271	-4.33821949261046e-07	6816	7752
ENSG00000100568	10490	VTI1B	0.00225408565198702	-0.0104613688065994	15299	15782
ENSG00000100575	26520	TIMM9	-0.000482458119919609	9.65616641625463e-06	1928	1759
ENSG00000100577	2954	GSTZ1	-0.00321827921717396	0.000119122874025211	2269	1732
ENSG00000100578	9786	KIAA0586	0.00117193160926769	0.0104661306435244	2786	2681
ENSG00000100580	283578	TMED8	0.00451718687884565	-3.84274519039579e-05	5161	7175
ENSG00000100583	161394	SAMD15	-0.00605947014638913	0.0106099386487977	2453	1440
ENSG00000100591	10598	AHSA1	0.00411062345481179	0.0103182971530527	12992	17500
ENSG00000100592	23002	DAAM1	-0.0094060493445686	0.0105901535374837	15606	11860
ENSG00000100593	145501	ISM2	0.0279279901093477	-6.02193775439454e-05	376	3050
ENSG00000100596	9517	SPTLC2	0.00404033468778509	-0.000111417471877248	8305	11170
ENSG00000100599	79890	RIN3	0.00414595077129861	0.0103116160741283	1143	1495
ENSG00000100600	5641	LGMN	0.0191131024833237	-0.000351217534207472	17940	64573
ENSG00000100601	8846	ALKBH1	-0.000997872815979352	-1.52479395028004e-05	1446	1410
ENSG00000100603	22938	SNW1	-0.00205892028790949	-1.85483295055995e-05	10395	10148
ENSG00000100604	1113	CHGA	0.0172953341259206	0.000645245599755406	545	1999
ENSG00000100605	3705	ITPK1	0.00174659649210689	0.0103574503977787	11494	13237
ENSG00000100612	51635	DHRS7	0.000178440053824739	-0.0104461593075992	6790	7190
ENSG00000100614	5494	PPM1A	0.00203231954300515	0.0103850006385861	8602	9495
ENSG00000100625	51804	SIX4	0.00587884081555261	-0.000132770557765712	1252	1377
ENSG00000100626	57452	GALNT16	0.000159544339167202	-0.010437486637636	7961	10436
ENSG00000100628	51676	ASB2	-0.00957102072803159	0.0106213528173269	452	869
ENSG00000100629	145508	CEP128	-0.00982858250150552	0.000227055140552325	685	448
ENSG00000100632	2079	ERH	-0.000183169341434473	-0.0104389614735314	12647	13162
ENSG00000100644	3091	HIF1A	0.00917795915624582	-0.0102206732834606	20134	35951
ENSG00000100647	9766	SUSD6	0.0033785527699527	0.0104567458808411	12523	16730
ENSG00000100650	6430	SRSF5	-0.00126112593557398	-0.0104492622710319	36622	31318
ENSG00000100664	1983	EIF5	0.000340938299021647	0.0104397190605462	35670	35633
ENSG00000100678	6547	SLC8A3	0.0295385056026261	0.0048567047838572	107	1860
ENSG00000100697	23405	DICER1	0.00147561933225237	-3.43101699221381e-05	12642	13275
ENSG00000100711	79038	ZFYVE21	-0.00101975584391537	2.96835627885656e-05	9438	9151
ENSG00000100714	4522	MTHFD1	-0.000340656464344002	0.010446242819966	11688	11509
ENSG00000100722	79882	ZC3H14	0.00172166837241652	7.43193774894853e-07	15297	14797
ENSG00000100726	9894	TELO2	-0.00482129112159662	9.59394468447488e-05	9571	8020
ENSG00000100731	22990	PCNX1	0.00412178581931989	0.0103161861339978	14345	19561
ENSG00000100744	51527	GSKIP	0.00349708500167213	-0.0104516860379834	3211	4357
ENSG00000100749	7443	VRK1	0.00520142871061761	-0.00016783081836528	1063	1579
ENSG00000100764	5700	PSMC1	0.00275064082081168	0.0104123241832427	14821	17983
ENSG00000100767	89932	PAPLN	-0.0163307708957039	0.000477712783565924	2142	700
ENSG00000100784	9252	RPS6KA5	0.000463462487650375	-6.06372489987648e-06	1925	1835
ENSG00000100796	55671	PPP4R3A	-0.000240359010649903	-5.53470954678466e-06	12115	12572
ENSG00000100802	60686	C14orf93	-0.00109820182869159	0.0104467338080309	1026	960
ENSG00000100804	5693	PSMB5	0.00199158077129757	-0.000131888458878504	12016	14788
ENSG00000100811	7528	YY1	0.00522853772762036	-0.0104527932547313	18965	19318
ENSG00000100813	22985	ACIN1	-2.92241773577082e-05	4.27732455043667e-07	24859	26649
ENSG00000100814	57820	CCNB1IP1	-0.00262063125091831	6.09608261731816e-06	2544	2309
ENSG00000100815	9321	TRIP11	0.00647533507642877	0.0101974284292819	8455	8740
ENSG00000100823	328	APEX1	0.000484047881099631	1.04396781921315e-05	23314	25144
ENSG00000100836	8106	PABPN1	7.60418207677261e-05	9.16395128886416e-07	19297	20471
ENSG00000100842	10278	EFS	0.00493562860011877	4.56091178067378e-05	3787	5532
ENSG00000100852	394	ARHGAP5	-0.00120579040394429	0.01042628789042	28750	24797
ENSG00000100865	51550	CINP	-0.00139207643413706	-6.30754049778035e-05	4156	4455
ENSG00000100867	10202	DHRS2	0.00702127361273056	0.0048726770961276	28	125
ENSG00000100883	6729	SRP54	-0.000194407622312453	6.17149322838137e-06	9524	10112
ENSG00000100884	9362	CPNE6	0.00423750070710561	0.00523597040868737	1	20
ENSG00000100888	57680	CHD8	-9.15061416577052e-05	0.0104450157975463	19611	20346
ENSG00000100889	5106	PCK2	0.00907094878873579	-0.0108531235273435	201	519
ENSG00000100890	9692	PRORP	0.000504634219191347	6.54640343387797e-06	5342	4965
ENSG00000100897	80344	DCAF11	0.000311344103534369	0.0104351176457872	10375	9453
ENSG00000100902	5687	PSMA6	0.00229365746194674	-2.58450108947879e-05	12018	14278
ENSG00000100906	4792	NFKBIA	-1.76054691903809e-06	0.0104430218486295	4369	4417
ENSG00000100908	51016	EMC9	0.000106763248314939	-0.0104377029619508	1896	1968
ENSG00000100911	5721	PSME2	0.0034910016655309	-7.52797099131485e-06	8369	9700
ENSG00000100916	84312	BRMS1L	0.000571851457441386	-0.01044917326703	3577	3702
ENSG00000100918	9985	REC8	0.00305428428945715	-8.81082608522932e-05	5541	6556
ENSG00000100926	10548	TM9SF1	-0.00106940506440498	0.0104412877828555	15284	14520
ENSG00000100934	10484	SEC23A	0.00987115237122287	9.12380608079757e-05	13550	24383
ENSG00000100938	51292	GMPR2	-0.00330295194469103	0.0104149717215702	7430	6769
ENSG00000100941	5411	PNN	0.000119464843608068	0.0104459101015794	20639	21763
ENSG00000100949	5875	RABGGTA	0.00123187512335417	-2.90064233963544e-05	2815	3375
ENSG00000100968	4776	NFATC4	0.00748138514646914	0.000216845283811157	9584	13733
ENSG00000100979	5360	PLTP	-0.00676560039193137	-0.0209118852208384	127972	83279
ENSG00000100982	63935	PCIF1	-0.000814251277952953	-0.0104521889163959	9347	8952
ENSG00000100983	2937	GSS	0.00140217846949264	0.0105041725051276	11079	12846
ENSG00000100985	4318	MMP9	-0.00325143470253626	-0.00525928257115446	49	30
ENSG00000100987	30813	VSX1	0.00393186992045294	-0.00514923648784116	43	75
ENSG00000100991	26133	TRPC4AP	0.00110518939112252	0.0104787528880468	19392	21582
ENSG00000100994	5834	PYGB	-0.000865994785300252	-0.0104016102198224	44775	42798
ENSG00000100997	26090	ABHD12	0.00623724988671704	0.000125791340961621	14311	23706
ENSG00000101000	10544	PROCR	-0.00104324677101276	-0.0104088814389362	2864	2775
ENSG00000101003	9837	GINS1	0.00019235228950432	0.0104372248004151	856	750
ENSG00000101004	22981	NINL	0.00694454943988935	0.0104350349038024	4382	4981
ENSG00000101017	958	CD40	0.00645388326120592	0.00530632557448376	46	129
ENSG00000101019	55245	UQCC1	0.000722647944986113	0.0104287198802479	6435	7377
ENSG00000101040	23613	ZMYND8	-0.000814231689384069	0.0104338225599285	12665	13897
ENSG00000101049	10110	SGK2	-0.00739472663653002	-0.00023323408437543	196	109
ENSG00000101052	51098	IFT52	0.000403679756640588	5.24234597989458e-06	7854	8492
ENSG00000101057	4605	MYBL2	0.00227062920795874	-0.0104644975130546	320	397
ENSG00000101079	57446	NDRG3	0.00119016408353155	-0.0104641256493523	7163	7992
ENSG00000101082	84174	SLA2	0.00437847490278199	0.000150977659635061	3	12
ENSG00000101084	55969	RAB5IF	0.00180320843421868	-1.46776092346758e-05	8544	9957
ENSG00000101096	4773	NFATC2	0.000756210771709513	-2.06350899805318e-05	962	1096
ENSG00000101098	140730	RIMS4	0.00409919215084399	0.0106468030209634	248	351
ENSG00000101104	80336	PABPC1L	-0.00239328830315142	0.000126273127040436	5648	5512
ENSG00000101109	6789	STK4	0.0019690283822407	-0.0103258729659008	5448	6289
ENSG00000101115	57167	SALL4	0.00452370483228789	-3.96601229841213e-05	456	840
ENSG00000101126	23394	ADNP	0.00123411883954078	1.13622448701852e-05	18177	21003
ENSG00000101132	5203	PFDN4	0.000480533098101304	-9.29210755251185e-06	1643	2167
ENSG00000101134	55816	DOK5	-0.0148844341928538	0.000204182534909996	3936	1457
ENSG00000101138	1477	CSTF1	0.000962212048513458	-1.88009179425388e-05	4099	4284
ENSG00000101144	655	BMP7	-0.00912071706554533	0.0102098476968098	10067	6008
ENSG00000101146	8480	RAE1	0.000674085571661607	-5.10362600969057e-06	6124	6428
ENSG00000101150	7165	TPD52L2	0.0055161457267786	-6.41779004521407e-05	23074	33028
ENSG00000101152	80331	DNAJC5	-8.83836142300903e-05	1.41767675628959e-06	34628	35486
ENSG00000101158	51497	NELFCD	-0.0017172504127537	-1.57871540878673e-06	12212	11252
ENSG00000101160	1522	CTSZ	-0.00239499020536124	4.50089928697575e-05	37	25
ENSG00000101161	24148	PRPF6	-0.000390674851771139	1.26946741406258e-05	20452	20573
ENSG00000101162	81027	TUBB1	0.0130953265058995	0.00535567613267707	80	299
ENSG00000101166	51012	PRELID3B	-0.00328719835374831	0.0104119924127832	6031	5669
ENSG00000101180	11255	HRH3	0.0096810752598645	-0.00019915866775653	199	465
ENSG00000101181	26164	MTG2	0.00172815246760914	-4.83074055307515e-07	4890	5025
ENSG00000101182	5688	PSMA7	0.0014924905981062	0.0104055067377955	20864	23977
ENSG00000101187	28231	SLCO4A1	0.00381605968456348	-0.00529050652558525	19	32
ENSG00000101188	4923	NTSR1	0.0249632423085539	0.00572197557732307	24	528
ENSG00000101189	55257	MRGBP	0.00202683410429105	2.46164475076364e-05	2445	2893
ENSG00000101190	10732	TCFL5	-0.0019780693742548	0.0104091687891813	3181	2875
ENSG00000101191	11083	DIDO1	0.00324215220738472	-0.0104034733151267	15788	17803
ENSG00000101193	54994	GID8	-0.000357471365494421	-0.0104365923378582	13867	14538
ENSG00000101194	63910	SLC17A9	0.00235445143249636	-0.00534043211875891	10	6
ENSG00000101197	79444	BIRC7	0.00382289342378064	-7.02951226386547e-05	6	23
ENSG00000101198	128414	NKAIN4	-0.0204897278183934	-0.0104841315501447	6677	1747
ENSG00000101199	55738	ARFGAP1	0.00214940398162023	1.43611269520182e-06	22212	26082
ENSG00000101203	57642	COL20A1	0.00337814719626289	-0.000149357001380305	7	45
ENSG00000101204	1137	CHRNA4	0.00316491644861182	5.41410513678186e-05	82	104
ENSG00000101210	1917	EEF1A2	9.04098517450708e-06	2.02346613381379e-07	15193	15476
ENSG00000101216	26205	GMEB2	0.00188906830906656	5.0670624346114e-05	3703	4396
ENSG00000101220	54976	C20orf27	0.00175859754429624	-0.0104492484174416	4835	5537
ENSG00000101222	25876	SPEF1	-0.0182220111909852	0.0106257025238779	4297	1264
ENSG00000101224	994	CDC25B	-0.00398155767937002	0.0102169652058442	9244	7212
ENSG00000101230	140862	ISM1	0.0273468235997403	4.96904515920647e-05	57	738
ENSG00000101236	11237	RNF24	-0.00888771560532608	4.91190102190783e-05	8911	6081
ENSG00000101246	10139	ARFRP1	0.000197598763616756	3.42324982112434e-06	8483	9125
ENSG00000101247	79133	NDUFAF5	-0.00226181744338413	1.98234474666608e-05	1582	1272
ENSG00000101251	80343	SEL1L2	-0.00236835250247052	-0.00518153250725588	15	12
ENSG00000101255	57761	TRIB3	-0.00373083656832738	-0.0103901221999395	1461	1309
ENSG00000101265	9770	RASSF2	-0.00416563221589333	-2.80583353847211e-05	34686	27237
ENSG00000101266	1457	CSNK2A1	0.00660091950993341	-0.0103859932101174	17718	19705
ENSG00000101280	51378	ANGPT4	0.0112110657962629	-0.00538366928257216	4	56
ENSG00000101282	343637	RSPO4	0.00972234928313386	0.000445723590435716	90	244
ENSG00000101290	8760	CDS2	0.00337054833536392	1.52520838099521e-05	18704	20437
ENSG00000101294	81502	HM13	0.00391011186549251	7.63821764682375e-05	20073	26575
ENSG00000101298	9751	SNPH	-0.00513031610262797	0.000154382048581835	2214	1613
ENSG00000101306	85366	MYLK2	-0.00334751632168497	-0.00524111167835666	74	46
ENSG00000101307	10326	SIRPB1	0.00893946241329108	0.00548894244982398	6	35
ENSG00000101310	10483	SEC23B	-0.00352323829319688	1.36245408729525e-05	12206	10726
ENSG00000101311	55612	FERMT1	-0.00701569256804672	2.14272283859644e-05	1001	634
ENSG00000101331	140706	CCM2L	0.00621218368322897	0.000130531844925491	3	22
ENSG00000101333	5332	PLCB4	0.00372087767359641	-0.0104940095613222	1141	1541
ENSG00000101335	10398	MYL9	0.014783718015994	-0.000185135157597473	12958	37825
ENSG00000101337	9777	TM9SF4	0.000139283419904658	-8.45565022524754e-07	21452	22745
ENSG00000101342	140711	TLDC2	0.00194945285022421	0.00526075453475129	4	8
ENSG00000101343	51340	CRNKL1	-0.000920977602302156	1.1002686518873e-05	5096	4850
ENSG00000101346	23509	POFUT1	0.000823596827242765	7.41390179269602e-06	26542	29406
ENSG00000101347	25939	SAMHD1	0.00296988755799979	-7.21472063510914e-05	3851	4653
ENSG00000101349	57144	PAK5	-0.00222111728920471	9.37122578020448e-05	206	176
ENSG00000101350	9371	KIF3B	0.00121653822190313	0.0104576946701983	34758	38810
ENSG00000101353	140699	MROH8	-0.00511547389589074	-1.15968934227691e-05	786	550
ENSG00000101361	10528	NOP56	-0.000450596099318553	-1.67660572230524e-05	10659	10069
ENSG00000101363	63905	MANBAL	0.000204131417077839	-8.01045091701228e-06	9329	10060
ENSG00000101365	3420	IDH3B	-0.00125806188515771	-0.0104498417422371	5041	5030
ENSG00000101367	22919	MAPRE1	0.00114658555993858	-0.0104150911091514	39561	44004
ENSG00000101384	182	JAG1	-0.00383731495157086	0.0103528581093659	17632	15610
ENSG00000101391	51654	CDK5RAP1	-0.00160450763441165	-2.29005557059264e-05	2625	2820
ENSG00000101400	6640	SNTA1	0.00502771408334447	0.0106343735556654	6403	9207
ENSG00000101407	9675	TTI1	-0.00303792423240724	8.50142575928383e-05	4338	4436
ENSG00000101412	1869	E2F1	0.00493660453581983	4.54245494870253e-05	405	611
ENSG00000101413	58490	RPRD1B	-0.0011202798872316	7.90160553114179e-06	6383	6188
ENSG00000101417	11264	PXMP4	0.0021365175014747	8.54591921690607e-05	1680	1584
ENSG00000101421	128866	CHMP4B	0.00174807355209811	-4.25053648852021e-06	25147	29120
ENSG00000101438	140679	SLC32A1	0.00222030746170689	-1.19731069563888e-05	227	284
ENSG00000101439	1471	CST3	-0.00796720135652208	-0.0105679756312417	44777	27668
ENSG00000101440	434	ASIP	0.00225146307222106	-1.78652355832673e-05	37	54
ENSG00000101442	79913	ACTR5	0.000179912636134134	-3.4302109489461e-06	1125	1176
ENSG00000101443	10406	WFDC2	-0.00272012699158306	2.49126518370612e-05	37	25
ENSG00000101444	191	AHCY	-0.0023541477985406	0.0104802924941294	19158	17366
ENSG00000101445	26051	PPP1R16B	0.0174461634111438	-0.00525747090537246	110	331
ENSG00000101447	81610	FAM83D	0.00754229454356078	0.0103219897418301	136	295
ENSG00000101452	60625	DHX35	0.000158211347622078	-4.42520229846828e-06	2700	2642
ENSG00000101457	116092	DNTTIP1	0.000273820484482241	-0.0104539993424894	4835	5098
ENSG00000101460	84557	MAP1LC3A	0.0146210063392863	-0.000154363232013787	1332	3498
ENSG00000101463	79953	SYNDIG1	0.00816352628071551	-0.000238504787313466	8228	14404
ENSG00000101464	128869	PIGU	-0.00275139288335552	3.08256367831801e-05	4874	4211
ENSG00000101470	7125	TNNC2	-0.000837357561304597	-0.00518552227761718	24	21
ENSG00000101473	10005	ACOT8	0.00270788302719775	-2.2597081322776e-05	2611	3234
ENSG00000101474	57136	APMAP	0.00306274391712643	0.010353299450362	32597	40807
ENSG00000101489	56853	CELF4	0.0150607111259007	-0.000237519912875733	696	1671
ENSG00000101493	9658	ZNF516	-0.00142801461558989	-0.0104992863901225	7241	7683
ENSG00000101542	28316	CDH20	-0.0202570792615541	0.00513638149304582	322	41
ENSG00000101544	22850	ADNP2	-0.00178631273162151	1.14823050406289e-05	7678	7009
ENSG00000101546	79863	RBFA	0.00298496891080725	-7.49993819028568e-05	1823	2291
ENSG00000101557	9097	USP14	0.0041025207841433	-0.000123178065635452	11634	13904
ENSG00000101558	9218	VAPA	-0.000126328618689197	0.010446502276764	19353	18110
ENSG00000101574	64863	METTL4	0.00201937967305391	2.60262246541781e-05	1138	1230
ENSG00000101577	9663	LPIN2	0.00388688295474833	-8.2396780767412e-05	11902	14898
ENSG00000101596	23347	SMCHD1	0.00239860983147929	-0.0104887011246381	13145	13395
ENSG00000101605	8736	MYOM1	0.0111105348884994	0.000509534826398965	67	384
ENSG00000101608	10627	MYL12A	0.00663659758005764	5.02669671112068e-05	10161	16315
ENSG00000101624	79959	CEP76	0.00314423779389501	-0.00010512020861513	803	799
ENSG00000101638	29906	ST8SIA5	0.00438554152974489	0.000149641223778519	19172	22632
ENSG00000101639	55125	CEP192	-0.00148515096722946	-4.54732103227613e-05	4565	4186
ENSG00000101654	8731	RNMT	0.0010455261566313	6.23577097238245e-06	10144	10636
ENSG00000101665	4092	SMAD7	0.0229275864162347	0.0100230853310025	2404	14403
ENSG00000101670	9388	LIPG	-0.0174296054558486	3.28356805012405e-05	23987	7980
ENSG00000101680	284217	LAMA1	-0.0268568431320073	-0.00014235523629362	1748	283
ENSG00000101695	54941	RNF125	0.00391865800735622	0.00513309773734862	24	48
ENSG00000101745	23253	ANKRD12	0.00116299404999407	2.48133184217129e-05	11451	13266
ENSG00000101746	8715	NOL4	-0.003429394900215	0.0104388845303907	559	806
ENSG00000101751	11201	POLI	-0.00294956217279895	0.0103481388796824	4274	3429
ENSG00000101752	57534	MIB1	-0.000258909282207498	8.17175524394993e-06	17367	17583
ENSG00000101773	5932	RBBP8	-0.00259311630377234	-0.0103605291197915	2769	2576
ENSG00000101782	8780	RIOK3	-0.00262710063624732	0.0104503271589786	12080	12629
ENSG00000101811	1478	CSTF2	-0.000246812869827282	5.88408966809536e-06	3287	3372
ENSG00000101825	25878	MXRA5	0.0250345916080184	-0.000818397699428628	8514	45186
ENSG00000101842	340547	VSIG1	-0.000857969989856085	3.9879726577125e-05	9	7
ENSG00000101843	5716	PSMD10	-0.00130900903753431	-0.0104402066501936	9880	9014
ENSG00000101844	115201	ATG4A	0.00655030263107354	0.0101832506145153	1470	2384
ENSG00000101846	412	STS	0.00348026731087085	-0.010448505487329	5836	7574
ENSG00000101849	6907	TBL1X	0.00805607588066082	-0.0103348474413762	6394	10268
ENSG00000101850	4935	GPR143	0.00134187093903017	-9.01576151550074e-06	27	14
ENSG00000101856	10857	PGRMC1	0.00133642162792486	-7.98519137322211e-06	13834	15617
ENSG00000101868	5422	POLA1	-0.00237833778686137	-0.0104827338888466	2373	2098
ENSG00000101871	4281	MID1	0.01522821280695	-0.000269197720938965	11460	31896
ENSG00000101882	79576	NKAP	-0.00119331791240144	0.0104647220993997	4579	4559
ENSG00000101883	158800	RHOXF1	-0.0044318754242699	2.22934055665316e-05	14	3
ENSG00000101888	55916	NXT2	-0.00250880785755716	-0.0105396454714464	1741	1556
ENSG00000101898	100101490	MCTS2	-0.00151642392539104	-0.00517947668741078	77	66
ENSG00000101901	79868	ALG13	-0.00424190153743035	0.0102662012655328	4744	4238
ENSG00000101911	5634	PRPS2	-0.00308485125895342	-6.9282927524865e-05	2183	2305
ENSG00000101928	56180	MOSPD1	0.00159717944332373	-0.010500307128853	1866	2305
ENSG00000101935	9949	AMMECR1	-0.000492458778073474	0.0104545550747781	2083	2125
ENSG00000101938	91851	CHRDL1	-0.0202148242095396	-9.31135499033854e-05	2238	570
ENSG00000101940	64743	WDR13	-0.0037177899971669	-0.0103925895589208	19350	15097
ENSG00000101945	6839	SUV39H1	0.00106906097904701	1.78488079255448e-06	958	1016
ENSG00000101955	8406	SRPX	0.00648044463877174	7.97985089535165e-05	5366	8581
ENSG00000101958	2742	GLRA2	0.0082044060451027	0.00040645203286	147	372
ENSG00000101966	331	XIAP	9.00927036788958e-05	-1.74089863193292e-06	10772	12171
ENSG00000101972	10735	STAG2	-0.00327125506090289	0.000129141630846758	21843	18027
ENSG00000101974	286410	ATP11C	-0.00123051361564477	-1.20440624488941e-05	2776	2989
ENSG00000101977	4168	MCF2	-0.00148923849495242	0.0104798934074906	285	247
ENSG00000101986	215	ABCD1	0.0024234742261824	-0.0104118174658565	6990	8515
ENSG00000101997	28952	CCDC22	-0.00336488340321744	0.0104266841583887	2735	2287
ENSG00000102001	778	CACNA1F	-0.00177047551996758	8.48718195955247e-06	13	8
ENSG00000102003	6855	SYP	0.0130224775926491	-0.000504738498255917	2714	6914
ENSG00000102007	5355	PLP2	-0.00322066938277725	0.0103994104974265	1488	1230
ENSG00000102010	660	BMX	-0.00568650786554664	9.63966764031011e-05	43	15
ENSG00000102024	5358	PLS3	0.00634271144619339	0.0105488541104518	26821	41827
ENSG00000102030	8260	NAA10	-0.00217060950613675	2.57426219361362e-06	7203	7350
ENSG00000102032	5973	RENBP	0.00765755429901723	-0.0105858232884297	693	1219
ENSG00000102034	2000	ELF4	0.00775616836061498	0.0106078860530206	2115	3676
ENSG00000102038	6594	SMARCA1	0.00237197597736405	0.000122515436435869	20024	24151
ENSG00000102043	55613	MTMR8	0.0109869213309691	-0.000119775433076639	42	71
ENSG00000102048	140462	ASB9	0.00465636722965922	-0.0105077567390185	166	186
ENSG00000102053	340554	ZC3H12B	0.00153381579861968	0.0103976913429777	1452	2178
ENSG00000102054	5931	RBBP7	-0.00199711200479685	0.0104127701189802	17531	16895
ENSG00000102057	3750	KCND1	0.00235136206162409	4.48279298604756e-05	831	1447
ENSG00000102078	9016	SLC25A14	0.00157118028201861	-0.0104138041877182	1871	2203
ENSG00000102081	2332	FMR1	0.00726519061321044	0.000257731852148787	10104	15478
ENSG00000102096	11040	PIM2	-0.0049692757240934	-0.0104822533862391	1695	1280
ENSG00000102098	10389	SCML2	0.00376681564946436	0.010383317859712	343	405
ENSG00000102100	7355	SLC35A2	0.00120996119679674	-2.48620759781696e-05	4606	4980
ENSG00000102103	10084	PQBP1	-0.00150017230979044	3.89536129309466e-05	5831	5325
ENSG00000102104	6247	RS1	-0.00312967038937924	-0.00528231055819899	18	8
ENSG00000102109	27344	PCSK1N	-0.000219382985326363	6.96567901307082e-07	59706	60905
ENSG00000102119	2010	EMD	-0.00191018382436349	-4.66772719418739e-05	12175	10496
ENSG00000102125	6901	TAFAZZIN	-0.00295350714400103	0.0105120569436496	2796	2531
ENSG00000102128	282808	RAB40AL	0.000720520890557357	-1.38854430644211e-05	6	8
ENSG00000102144	5230	PGK1	0.00637563280113354	0.0102162840581955	28636	46199
ENSG00000102158	84061	MAGT1	-0.00368181787364564	4.36150071222201e-05	26916	20183
ENSG00000102172	6611	SMS	0.00503983655092928	-0.0104171062119561	11130	15821
ENSG00000102174	5251	PHEX	-0.0161699326265888	-0.000858080793208898	2409	805
ENSG00000102178	8266	UBL4A	-0.00115635788724084	-0.0104282829372199	4856	4615
ENSG00000102181	83692	CD99L2	0.000719595081546795	-0.0104567179451224	36192	39488
ENSG00000102189	8411	EEA1	-0.00213231953182079	-4.66711263635116e-06	10824	10691
ENSG00000102218	6102	RP2	-0.000628896447610411	1.69539877067381e-05	6934	6863
ENSG00000102221	9767	JADE3	-0.00148716159803693	-0.010488100551594	2056	1748
ENSG00000102225	5127	CDK16	0.000149293796615616	2.36040389927859e-06	19433	24201
ENSG00000102226	8237	USP11	-0.000501527936145864	-0.0104297449528969	43044	44267
ENSG00000102230	9468	PCYT1B	-0.000881507349777373	-3.72549001520522e-05	4971	3973
ENSG00000102241	27336	HTATSF1	-0.00199816645721858	-3.00380541201626e-05	16657	15196
ENSG00000102265	7076	TIMP1	0.00157991171909434	-0.0104970414681718	12569	13619
ENSG00000102271	56062	KLHL4	-0.00119198677984137	6.22557644323789e-05	6579	5946
ENSG00000102287	2564	GABRE	0.0219227965743252	0.00629698268048902	10	229
ENSG00000102290	27328	PCDH11X	0.00222254323080084	-1.23959341410957e-05	3	12
ENSG00000102302	2245	FGD1	0.00188175027659925	5.20546058467625e-05	4049	4734
ENSG00000102309	5303	PIN4	-0.0017404126373375	0.0103642233029639	2908	2781
ENSG00000102312	64840	PORCN	-0.00308732106408369	-0.0105118234300493	2908	2483
ENSG00000102316	10916	MAGED2	0.00280739553330766	-4.14168212125134e-05	72939	93648
ENSG00000102317	5935	RBM3	0.00296753634897535	9.14694463583532e-05	17269	22200
ENSG00000102349	11279	KLF8	-0.000453474134767894	4.17473415365243e-06	1123	1259
ENSG00000102359	27286	SRPX2	0.00256572865008064	4.287061244959e-06	2986	4185
ENSG00000102362	94121	SYTL4	0.00542021039073154	-0.0104890422630694	226	631
ENSG00000102383	158866	ZDHHC15	-0.00212901243134988	-5.29254930843136e-06	5212	4509
ENSG00000102384	2491	CENPI	0.00877534287813922	0.0051936366414717	208	271
ENSG00000102385	1821	DRP2	-0.00460509131969216	-0.000108120111496507	1849	1348
ENSG00000102387	54457	TAF7L	0.00109604464396189	-3.31825221877735e-06	19	29
ENSG00000102390	51260	PBDC1	-0.00190411575238747	-4.78248617342022e-05	2895	2651
ENSG00000102393	2717	GLA	0.00136783474131889	-1.39260187758547e-05	2171	2624
ENSG00000102401	51566	ARMCX3	0.00443215525463615	-2.23463269018674e-05	24724	32020
ENSG00000102409	56271	BEX4	-0.00232174182312754	3.11563068620338e-05	14861	13066
ENSG00000102445	80183	RUBCNL	0.000274551304233262	-9.31714590515217e-07	76	98
ENSG00000102452	259232	NALCN	0.0160606809087707	-0.0102169531584246	2290	4355
ENSG00000102466	2259	FGF14	0.00813491014682718	0.00531475485958646	73	180
ENSG00000102468	3356	HTR2A	-0.0160435843482243	0.00499221607288155	261	250
ENSG00000102471	54602	NDFIP2	0.000350983359159639	1.52082541102986e-05	9084	8943
ENSG00000102524	10673	TNFSF13B	0.0050850334578267	0.00523885756433034	21	41
ENSG00000102531	22862	FNDC3A	-0.00228861107345851	-5.6695355586804e-05	24251	21428
